question_id,student_id,final_total,final_scores_per_point,final_buckets_per_point,final_feedback_per_point,adjustment_note,status,updated_at
19_20-5-1-java,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly initializes the queue with the start node and uses a while loop that processes nodes until the queue is empty, matching the structure and initialization approach used in the sample solution."", ""2"": ""The student correctly implements FIFO dequeue by removing elements from the front of the queue using queue.remove(0), matching the sample solution's approach."", ""3"": ""The student correctly checks if a node is already in the visited list before processing it, and adds it to visited when processed, ensuring no duplicates are added and preventing infinite loops."", ""4"": ""The student correctly iterates through all neighbors of the current node and adds unvisited ones to the queue, matching the required behavior for neighbor enqueueing in BFS."", ""5"": ""The implementation correctly performs BFS by processing nodes in the order they appear in the adjacency list and adding unvisited neighbors to the queue, matching the sample solution's behavior and producing level-by-level traversal order.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-5-1-python,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly initializes the queue with the start node and uses a while loop to process nodes until the queue is empty, matching the structure of the sample solution."", ""2"": ""The student correctly removes nodes from the front of the queue using queue.pop(0), maintaining FIFO order as required for breadth-first search, with only a minor variable name difference ('nxt' vs 'next')."", ""3"": ""The student correctly checks if a node is in the visited list before processing it, and adds nodes to visited when they are processed, matching the sample solution's approach to prevent duplicates and infinite loops."", ""4"": ""The student correctly iterates through all neighbors of the current node and adds unvisited ones to the queue, matching the sample solution's approach for neighbor enqueueing."", ""5"": ""The student's implementation correctly performs BFS by processing nodes in level-by-level order using a queue and tracking visited nodes, matching the sample solution's logic and output behavior for all valid directed graphs.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-5-2-java,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly initializes the stack with the start node before the loop and uses a while loop to process nodes until the stack is empty, matching the sample solution's structure."", ""2"": ""The student correctly implements LIFO behavior by using stack.pop() to remove nodes from the top of the stack, ensuring depth-first traversal as required by the rubric point."", ""3"": ""The student correctly checks if a node is in the visited list before processing it and adds it to visited when processed, ensuring no duplicates or infinite loops."", ""4"": ""The student correctly pushes all unvisited neighbors in reverse adjacency list order (from highest to lowest index) to ensure they are visited in the original adjacency list order, matching the sample solution's approach."", ""5"": ""The student's implementation correctly reverses the adjacency list order when pushing neighbors to the stack, ensuring nodes are visited in the required order, matching the sample solution's approach.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-2-2-java,mut_correct,100,"{""1"": 20, ""2"": 15, ""3"": 25, ""4"": 25, ""5"": 15}",{},"{""1"": ""The student correctly iterates through all tokens in the input array using a for-loop and properly classifies each token as either an operator (+, -, *, /) or a number using a switch statement with a default case for numeric values."", ""2"": ""The student correctly converts numeric tokens to integers using Integer.parseInt() and pushes them onto the stack in the default case, matching the sample solution's approach."", ""3"": ""The student correctly implements operator handling by popping two values from the stack, applying the operation in the correct order (second-popped value first), and pushing the result back, matching the sample solution's behavior for all four operators."", ""4"": ""The student correctly implements subtraction and division with the proper operand order (second popped value is the left operand), matching the RPN semantics exactly as in the sample solution."", ""5"": ""The student's solution correctly implements the RPN calculator with proper handling of all four operators, correct order of operand popping and result pushing, and accurate integer division, matching the sample solution's logic and requirements.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-5-2-python,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly initializes the stack with the start node and uses a while loop to process nodes until the stack is empty, matching the required DFS loop structure and initialization as seen in the sample solution."", ""2"": ""The student correctly implements LIFO behavior by using stack.pop() to remove nodes from the top of the stack, matching the sample solution's approach."", ""3"": ""The student correctly checks if a node is in the visited list before processing it, and adds it to visited when processed, ensuring no duplicates or infinite loops as required."", ""4"": ""The student correctly reverses the adjacency list when adding neighbors to the stack, ensuring nodes are visited in the order they appear in the original adjacency list, matching the sample solution's approach."", ""5"": ""The student's implementation correctly uses a stack and reverses the adjacency list when adding neighbors, ensuring nodes are visited in the required order from the adjacency list.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-6-1-java,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly allocates a (m+1)x(n+1) DP table and uses nested loops with i and j starting from 1 to fill it bottom-up, matching the sample solution's structure exactly."", ""2"": ""The student correctly initializes the base cases by setting edDis[i][0] = i for all i and edDis[0][j] = j for all j, matching the sample solution's approach for initializing deletion and insertion costs."", ""3"": ""The student correctly sets edDis[i][j] to edDis[i-1][j-1] when a[i-1] == b[j-1], matching the sample solution's handling of the character match case."", ""4"": ""The student correctly implements the mismatch recurrence using 1 + min of the three neighboring cells (insert, delete, replace) exactly as in the sample solution."", ""5"": ""The student's solution correctly implements the dynamic programming approach for edit distance, initializing the matrix properly and using the same logic as the sample solution to compute the minimum operations required.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-6-1-python,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly allocates a 2D list using list comprehension and implements nested loops with i and j ranging from 1 to m and n respectively, matching the required bottom-up DP table filling approach."", ""2"": ""The student correctly initializes the base cases by setting edDis[i][0] = i for all i and edDis[0][j] = j for all j, matching the required implementation for the edit distance algorithm."", ""3"": ""The student correctly handles the character match case by setting edDis[i][j] to edDis[i-1][j-1] when a[i-1] == b[j-1], matching the logic in the sample solution."", ""4"": ""The student correctly implemented the recurrence relation using 1 + min of the three neighboring cells (edDis[i][j-1], edDis[i-1][j], edDis[i-1][j-1]) when characters differ, matching the required logic."", ""5"": ""The student's implementation correctly uses dynamic programming with a 2D array to compute edit distance iteratively, matching the sample solution's logic and avoiding recursion entirely.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-1-2-java,mut_correct,100,"{""1"": 15, ""2"": 20, ""3"": 30, ""4"": 15, ""5"": 20}",{},"{""1"": ""The student correctly initializes the search bounds with l = 0 and r = 1000000000000000000L, which accurately covers the entire possible range of N (0 \u2264 N \u2264 10\u00b9\u2078) as required by the problem constraints."", ""2"": ""The student correctly implements a while loop with condition l <= r and computes the midpoint m as (l + r) / 2 during each iteration, matching the requirements for binary search structure."", ""3"": ""The student correctly updates l and r based on f_N(m) values, setting r = m - 1 when f_N(m) == 1 and l = m + 1 when f_N(m) == 0, matching the required narrowing logic."", ""4"": ""The student correctly returns `m` if `f_N(m) != 0` and `m + 1` otherwise after the loop, matching the sample solution's logic for determining the correct value of `N`."", ""5"": ""The student's code correctly implements binary search to find N by adjusting the search range based on f_N(m) and returns the correct value after the loop, matching the sample solution's logic and efficiency.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-2-1-python,mut_correct,100,"{""1"": 15, ""2"": 15, ""3"": 12, ""4"": 18, ""5"": 18, ""6"": 22}",{},"{""1"": ""The student implemented the Queue class with a list as internal storage and correctly defined all required methods, matching the structural requirements specified in the rubric point."", ""2"": ""The isEmpty() method correctly checks if the queue is empty by comparing the length of the internal list to zero, matching the sample solution's implementation."", ""3"": ""The head() method correctly returns the first element of the list (self.lst[0]) without modifying the internal state of the queue, as required."", ""4"": ""The enqueue method correctly appends elements to the end of the list, properly adding items to the back of the queue as required."", ""5"": ""The student's dequeue() method correctly removes and returns the first element using list.pop(0), which properly updates the internal state by modifying the list, matching the required functionality."", ""6"": ""The student's solution correctly implements all four required methods with proper FIFO behavior, using list's pop(0) for dequeue which matches the sample's manual shifting approach in terms of functionality, though both have O(n) time complexity.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-6-2-python,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly initializes a 2D list of size (n+1) x (capacity+1) using a list comprehension, ensuring each row is a separate list of zeros, which matches the required DP table allocation."", ""2"": ""The student correctly implements the required loop structure with an outer loop iterating over items in reverse order and an inner loop covering all capacities from 0 to the given capacity inclusive."", ""3"": ""The student's code correctly checks if volume[i] <= j before considering including the item in the knapsack, ensuring the solution only considers feasible capacity allocations."", ""4"": ""The student correctly implements the recurrence relation for the knapsack problem, using max(value[i] + Result[i+1][j - volume[i]], Result[i+1][j]) when the item fits and Result[i+1][j] when it doesn't, matching the sample solution's logic."", ""5"": ""The student's solution correctly implements the dynamic programming approach for the 0/1 knapsack problem, producing the expected results for the given test cases with proper handling of item volumes and capacities.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
20_21-1-1-java,mut_correct,100,"{""1"": 20, ""2"": 15, ""3"": 20, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly implements the base case with \""return 1 % c\"" when b == 0, matching the sample solution's handling of the edge case where c might be 1."", ""2"": ""The student correctly distinguishes between odd and even values of b using the condition \""b % 2 != 0\"" for the odd case, matching the approach in the sample solution."", ""3"": ""The student correctly implements the odd case by recursively calling expo(a, b-1, c) and multiplying the result by a, then taking modulo c, which matches the required approach described in the rubric."", ""4"": ""The student correctly implements the even case by recursively computing expo(a, b/2, c) and squaring the result modulo c, matching the sample solution's approach."", ""5"": ""The student's solution correctly implements the exponentiation by squaring algorithm with proper modulo operations at each step, matching the sample solution's logic and meeting all specified constraints.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
20_21-1-1-python,mut_correct,100,"{""1"": 20, ""2"": 15, ""3"": 20, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly handles the base case when b == 0 by returning 1 % c, which properly computes a^0 mod c and handles the edge case when c = 1."", ""2"": ""The student correctly uses the parity check 'b % 2' to distinguish between odd and even exponents, mirroring the sample solution's approach for both cases."", ""3"": ""The student correctly implements the odd case by recursively calling expo(a, b-1, c) and multiplying by a, matching the sample solution's approach."", ""4"": ""The student correctly implements the even case by recursively computing expo(a, b//2, c) and squaring the result modulo c, matching the sample solution's approach."", ""5"": ""The student's solution correctly implements modular exponentiation by squaring, matching the sample solution's structure and handling all edge cases including b=0, without using forbidden constructs.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
20_21-1-2-java,mut_correct,100,"{""1"": 20, ""2"": 15, ""3"": 25, ""4"": 15, ""5"": 25}",{},"{""1"": ""The student implemented a correct merge sort algorithm with proper divide-and-conquer structure, including recursive splitting and merging of subarrays, achieving the required O(n log n) time complexity."", ""2"": ""The code correctly terminates recursion when l >= r, handling both length-0 (though not needed here) and length-1 subarrays, preventing infinite recursion as required."", ""3"": ""The student implemented a correct merge operation that properly combines two sorted subarrays into a single sorted array, fulfilling the requirements for the core sorting operation in merge sort."", ""4"": ""The student implemented merge sort, which inherently guarantees O(n log n) worst-case time complexity without requiring randomization, thus satisfying the rubric point's requirement."", ""5"": ""The student implemented a correct merge sort algorithm that sorts the array in-place with O(n log n) worst-case time complexity, avoiding forbidden substrings and meeting all problem requirements.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
20_21-1-2-python,mut_correct,100,"{""1"": 20, ""2"": 15, ""3"": 25, ""4"": 15, ""5"": 25}",{},"{""1"": ""The student implemented a randomized quicksort algorithm with correct recursive structure, matching the sample solution's approach of using random pivot selection and partitioning to achieve O(n log n) average-case runtime."", ""2"": ""The code correctly terminates recursion when l >= r, handling both 0-length and 1-element subarrays, which prevents infinite recursion as required."", ""3"": ""The student correctly implements the partition operation for quicksort, properly placing the pivot element and maintaining the invariant that elements \u2264 pivot are on the left and elements > pivot are on the right, mirroring the sample solution's approach."", ""4"": ""The student correctly implements randomized quicksort by selecting a random pivot using the random library before each partition, ensuring an average-case O(n log n) runtime as required."", ""5"": ""The student's implementation correctly uses randomized quicksort with proper partitioning logic, ensuring average-case O(n log n) performance and avoiding forbidden keywords, matching the sample solution's approach and correctness.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-2-1-java,mut_correct,100,"{""1"": 15, ""2"": 15, ""3"": 12, ""4"": 18, ""5"": 18, ""6"": 22}",{},"{""1"": ""The student implemented the Queue class with a circular buffer array and proper start/end pointers to maintain FIFO order, matching the sample solution's structure and internal storage mechanism."", ""2"": ""The emptyqueue() method correctly returns true when start and end indices are equal, accurately reflecting an empty queue state as implemented in the sample solution."", ""3"": ""The head() method correctly returns the front element of the queue without modifying the internal state, as required."", ""4"": ""The enqueue method correctly adds elements to the buffer array and wraps the end index around to 0 when reaching 100, matching the sample solution's implementation."", ""5"": ""The dequeue() method correctly retrieves the front element, increments the start index, and handles wrap-around when reaching the buffer's capacity, matching the sample solution's implementation."", ""6"": ""The student's implementation correctly matches the sample solution, with all four methods properly handling circular buffer operations, FIFO order preservation, and no imports, meeting all requirements for correctness.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
20_21-2-1-java,mut_correct,100,"{""1"": 20, ""2"": 25, ""3"": 15, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly allocates the counting array C with size B.length + 1, matching the sample solution's approach to ensure all possible values in A are accommodated."", ""2"": ""The student correctly implements frequency counting by iterating through array A and incrementing C[A[i]] for each element, matching the approach in the sample solution."", ""3"": ""The output loop correctly iterates from 0 to B.length-1 inclusive, ensuring the binary string has exactly m characters as required by the problem statement."", ""4"": ""The student correctly compares C[i] with B[i] and appends '0' when C[i] exceeds B[i], and '1' otherwise, matching the required logic for generating the output string."", ""5"": ""The student's solution correctly implements the required logic using a frequency array and StringBuilder, matching the sample solution's approach and meeting all problem constraints including time complexity and forbidden substring restrictions.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
20_21-2-1-python,mut_correct,100,"{""1"": 20, ""2"": 25, ""3"": 15, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly allocates the counting array using [0] * (10**6 + 1), which matches the sample solution's approach and satisfies the requirement for array size."", ""2"": ""The student correctly initializes a frequency array of size 10^6 + 1 and increments the count for each element in A, exactly matching the required frequency counting approach from the sample solution."", ""3"": ""The output loop correctly uses range(len(B)) to iterate from 0 to m-1 inclusive, ensuring the binary string has exactly length m as required."", ""4"": ""The student correctly compares the frequency count C[i] with B[i] for each index and appends '1' or '0' to the result string based on the comparison, matching the required logic exactly."", ""5"": ""The student's solution correctly counts occurrences in A using a fixed-size array and compares each count to the corresponding B value, producing the required binary string in O(n + m) time without forbidden substrings.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
20_21-3-1-java,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly allocates a 2D double array with dimensions (n+1) x (capacity+1), matching the required DP table structure and implicitly initializing all values to 0 as needed."", ""2"": ""The student implemented the correct loop structure with an outer loop iterating over all items (from n-1 to 0) and an inner loop covering all capacities from 0 to capacity inclusive, matching the requirements specified in the rubric."", ""3"": ""The student's code correctly checks if volumes[i] <= j before considering including the item, which properly handles both regular items and zero-weight items as required by the rubric point."", ""4"": ""The student correctly implements the recurrence relation by comparing including/excluding the current item when it fits, and carrying forward the previous value when it doesn't, matching the sample solution's logic."", ""5"": ""The student's solution correctly implements the 0/1 knapsack dynamic programming approach, including proper handling of items with volume 0 by comparing taking the item once versus not taking it, ensuring no duplicates are counted.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
20_21-3-2-python,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 20, ""5"": 25}",{},"{""1"": ""The student correctly constructs the adjacency list and adds a virtual source node 0 with edges to all other nodes, matching the sample solution's approach for ensuring a single DFS covers all nodes."", ""2"": ""The student correctly initializes the memo array with -1 for all nodes and checks memo[node] != -1 to return cached values immediately, matching the sample solution's implementation."", ""3"": ""The student correctly implements the base case for leaf nodes by returning 0 when the node has no outgoing edges, matching the sample solution's logic."", ""4"": ""The student correctly implements the recurrence by iterating over all children, computing the maximum path length via `max(sol, dfs(child) + 1)`, and storing the result in `memo[node]` before returning."", ""5"": ""The student's solution is identical to the sample solution, correctly implementing a memoized DFS approach to find the longest path in a DAG by building an adjacency list and initializing node 0 to point to all other nodes.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-1-1-java,mut_correct,100,"{""1"": 25, ""2"": 15, ""3"": 15, ""4"": 20, ""5"": 25}",{},"{""1"": ""The student correctly implements the closed-form formula $a_n = 2^n - 1$ by computing $2^n \\mod 10^9+7$ and subtracting 1, matching the sample solution's approach."", ""2"": ""The student correctly implements the base case for the expo function, returning 1 when b == 0, matching the sample solution's approach."", ""3"": ""The student correctly implements the odd case by recursively calling expo(a, b-1, c) and multiplying by a, matching the sample solution's approach."", ""4"": ""The student correctly implements the even case by recursively computing the exponent for b/2 and then squaring the result modulo c, matching the sample solution's approach."", ""5"": ""The student's solution correctly implements the closed-form formula $2^n - 1$ using exponentiation by squaring and returns the result modulo $10^9+7$, matching the sample solution exactly without using forbidden keywords.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-1-1-python,mut_correct,100,"{""1"": 25, ""2"": 15, ""3"": 15, ""4"": 20, ""5"": 25}",{},"{""1"": ""The student correctly implements the closed-form solution $a_n = 2^n - 1$ by using the expo function to compute $2^n \\mod 10^9+7$ and subtracting 1, matching the sample solution's approach."", ""2"": ""The student correctly implemented the base case for the expo function, returning 1 % c when b == 0, matching the sample solution's approach."", ""3"": ""The student correctly implements the odd case by recursively calling expo(a, b-1, c) and multiplying the result by a, matching the required logic for reducing the exponent."", ""4"": ""The student correctly implements the even case by recursively computing expo(a, b//2, c) once and then squaring the result modulo c, matching the sample solution's halve-and-square approach."", ""5"": ""The student's implementation correctly computes $2^n - 1 \\mod 10^9+7$ using a recursive exponentiation by squaring approach, matching the sample solution's logic and avoiding all forbidden keywords.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-6-2-java,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly allocates a 2D double array with dimensions (n+1) x (capacity+1), which matches the required DP table structure and initializes all values to 0.0 by default."", ""2"": ""The student correctly implements the required loop structure with an outer loop iterating over items from last to first (n-1 to 0) and an inner loop iterating capacities from 0 to capacity, matching the sample solution's approach."", ""3"": ""The student's solution correctly implements the capacity feasibility check by comparing volumes[i] <= j before considering including the item in the knapsack, matching the logic in the sample solution."", ""4"": ""The student correctly implements the recurrence relation where Result[i][j] is set to the maximum of including (values[i] + Result[i+1][j - volumes[i]]) or excluding the current item (Result[i+1][j]), matching the sample solution's logic."", ""5"": ""The student's solution correctly implements the dynamic programming approach for the 0/1 knapsack problem, matching the sample solution's logic, array initialization, and recurrence relation for filling the DP table.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-1-1-java,mut_correct,100,"{""1"": 15, ""2"": 15, ""3"": 15, ""4"": 20, ""5"": 17, ""6"": 18}",{},"{""1"": ""The student's gcd function is correctly implemented with proper variable swapping and recursive structure, matching the sample solution's approach exactly."", ""2"": ""The student's gcd function correctly checks if the remainder r is zero and returns b, matching the sample solution's proper base case termination condition."", ""3"": ""The recursive call `gcd(r, b)` correctly reduces the problem size by replacing the larger number with the remainder, matching the sample solution's approach to ensure termination."", ""4"": ""The lcm function correctly implements the formula (a * b) / gcd(a, b) with proper parameter types and return type, matching the structure and logic of the sample solution."", ""5"": ""The student's gcd implementation correctly handles all valid non-negative integer inputs using the same logic as the sample solution, including proper swapping and recursive calculation."", ""6"": ""The student's implementation correctly calculates LCM using the formula (a*b)/gcd(a,b) and matches the sample solution's approach, ensuring accurate results for all valid positive integer inputs.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
asym-21-python,mut_correct,85,"{""1"": 1, ""2"": 2, ""3"": 12, ""4"": 12, ""5"": 0, ""6"": 12, ""7"": 12, ""8"": 8, ""9"": 12, ""10"": 14}","{""1"": ""Semi"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Wrong"", ""6"": ""Correct"", ""7"": ""Correct"", ""8"": ""Correct"", ""9"": ""Correct"", ""10"": ""Correct""}","{""1"": ""The student separated f and g and identified loops vs non-loops, but did not reference any line numbers as required by the rubric.sohdoiv. oiasdshov"", ""2"": ""All non-loop parts (initializations and returns) were correctly identified as Theta(1) for both functions."", ""3"": ""The student correctly justified Theta(N) iterations by explaining that p advances by p.next each iteration until it becomes null after visiting N nodes."", ""4"": ""The student correctly stated that each iteration of f's loop has Theta(N) cost due to the call to g(), and noted the pointer advance is Theta(1)."", ""5"": ""sdThe student correctly multiplied Theta(N) iterations by Theta(N) per-iteration cost to conclude Theta(N\u00b2) for f's loop."", ""6"": ""The student correctly justified Theta(N) iterations for g's loop by explaining that q starts at h and advances until null, visiting all N nodes."", ""7"": ""The student explicitly listed the operations (field access, assignment, pointer advance, null check) to justify Theta(1) per iteration for g's loop."", ""8"": ""The student correctly multiplied Theta(N) iterations by Theta(1) per-iteration cost to conclude Theta(N) for g's loop."", ""9"": ""The student correctly summed the constant parts and loop cost to conclude T_g(N) = Theta(N)."", ""10"": ""The student correctly summed the constant parts and loop cost to conclude T_f(N) = Theta(N\u00b2).""}",sdlnvs. ,finalized,2026-06-24T14:28:50+00:00
asym-9-python,mut_wrong,7,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 6, ""8"": 0, ""9"": 0, ""10"": 0}","{""1"": ""Wrong"", ""2"": ""Wrong"", ""3"": ""Wrong"", ""4"": ""Wrong"", ""5"": ""Wrong"", ""6"": ""Wrong"", ""7"": ""Semi"", ""8"": ""Wrong"", ""9"": ""Wrong"", ""10"": ""Wrong""}","{""1"": ""The student does not reference any line numbers and fails to clearly separate the analysis of f and g into distinct parts, instead making vague generalizations about \""halving loops\"" without identifying specific code segments."", ""2"": ""The student incorrectly claims f and g are O(N) without analyzing non-loop parts as Theta(1), and fails to justify why any operations are constant-time."", ""3"": ""The student incorrectly claims f's loop runs in O(N) time, failing to recognize that halving k each iteration results in Theta(log N) iterations. They also provide no justification for the iteration count, violating the rubric's requirement to explain the halving behavior."", ""4"": ""The student incorrectly claims f's cost per iteration is O(N), ignoring that g(a, k) itself has a logarithmic cost. They also state g is O(N) instead of recognizing its halving loop gives Theta(log N) complexity."", ""5"": ""The student incorrectly claims f is O(N) instead of Theta((log N)^2), failing to recognize that each of the Theta(log N) iterations of f's loop involves a call to g which itself takes Theta(log N) time."", ""6"": ""The student incorrectly claims g is O(N), failing to recognize that the loop in g runs Theta(log m) times due to halving j each iteration (worst case m=N gives Theta(log N))."", ""7"": ""The student correctly identifies that g's iterations have constant cost but fails to explicitly list the operations (array read, += assignment, division, comparison) that justify Theta(1) per iteration as required by the rubric."", ""8"": ""The student incorrectly claims g is O(N), failing to recognize that the halving loop in g has Theta(log N) iterations (not linear) and does not properly multiply iteration count by per-iteration cost."", ""9"": ""The student incorrectly claims g is O(N), ignoring the halving loop structure that actually results in Theta(log N) time, as shown in the sample solution."", ""10"": ""The student incorrectly claims f is O(N), ignoring that the loop in f calls g (which is O(log N)) and the number of iterations (log N), leading to a Theta((log N)^2) complexity. No justification for the loop iterations or cost per iteration is provided.""}",,finalized,2026-06-24T14:29:59+00:00
asym-1-java,mut_semi,60,"{""1"": 3, ""2"": 5, ""3"": 6, ""4"": 6, ""5"": 8, ""6"": 3, ""7"": 5, ""8"": 4, ""9"": 6, ""10"": 6, ""11"": 8}","{""1"": ""Semi"", ""2"": ""Correct"", ""3"": ""Semi"", ""4"": ""Semi"", ""5"": ""Correct"", ""6"": ""Semi"", ""7"": ""Semi"", ""8"": ""Semi"", ""9"": ""Correct"", ""10"": ""Semi"", ""11"": ""Semi""}","{""1"": ""The student separated f and g and identified loops, but did not reference any line numbers as required, making the analysis less precise and not fully meeting the rubric's expectations."", ""2"": ""The student correctly identified all non-loop parts (initializations and returns) as Theta(1) in both functions, referring to \""setup statements\"" and \""return statements\"" as constant-time operations."", ""3"": ""The student correctly states the nested loops have Theta(N\u00b2) iterations but provides only a vague justification (\""two nested loops over the array\"") without explicitly referencing the j <= i bound that makes the total iterations sum to N(N+1)/2."", ""4"": ""The student correctly identifies that each inner loop iteration has constant time operations but omits mentioning loop checks and increments, which are part of the per-iteration cost as noted in the sample solution."", ""5"": ""The student correctly calculated the total loop cost for f as Theta(N^2) * Theta(1) = Theta(N^2), explicitly multiplying the iteration count by the per-iteration cost as required."", ""6"": ""The student correctly notes that the call to g contributes Theta(log N) but does not explicitly state that the return operation is Theta(1), leaving the full accounting of Part C incomplete."", ""7"": ""The student correctly states that the loop in g runs Theta(log N) times but only mentions that \""k is halved each iteration\"" without explicitly explaining that k starts at N and is divided until it reaches 0, which is required for full justification."", ""8"": ""The student correctly identifies the operations (array access, addition, division) as Theta(1) but does not explicitly mention the loop check (comparison) as part of the cost per iteration, which is required for full credit."", ""9"": ""The student correctly states that g's loop runs Theta(log N) times with Theta(1) per iteration, and explicitly multiplies them to get Theta(log N), matching the sample solution's justification."", ""10"": ""The student correctly identified the loop in g runs Theta(log N) times and each iteration is Theta(1), but omitted explicit mention of the constant-time initializations (int t = 0; int k = n;) and the return statement, which are required for a complete summation to Theta(log N)."", ""11"": ""The student correctly identifies the Theta(N^2) term from the nested loops and the Theta(log N) term from g, but does not explicitly state that the overall runtime is the sum of these components (Theta(1) + Theta(N^2) + Theta(log N)), even though they implicitly acknowledge all parts contribute.""}",,finalized,2026-06-24T14:56:52+00:00
